"","item","style","condition","question","subresp","RT","participant"
"1096","26","Direct","LIE","How often do you smoke?",0.692592592592593,5.4174839630723,"014"
"1097","19","Indirect","TRUTH","Is the Admiralty station the closest MRT to your house?",0.676851851851852,7.23322622803971,"014"
"1098","28","Direct","TRUTH","What religion do you practice?",0.723148148148148,1.14952450757846,"014"
"1099","12","Indirect","LIE","Was your favourite subject Biology back in secondary school?",0.261111111111111,2.93454260705039,"014"
"1100","29","Direct","LIE","What brand of handphone do you use?",0.780555555555556,3.01653028326109,"014"
"1101","9","Indirect","TRUTH","Is your favourite drink Milk?",0.780555555555556,1.93170350976288,"014"
"1102","23","Indirect","LIE","Are you studying Chemistry and Biological Chemistry course in NTU?",0.348148148148148,2.06851591868326,"014"
"1103","27","Indirect","TRUTH","Do you not drink alcohol at all? ",0.842592592592593,2.61659065773711,"014"
"1104","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0.67037037037037,3.11709303408861,"014"
"1105","9","Direct","LIE","What is your favourite drink?",0.442592592592593,3.40014205127954,"014"
"1106","8","Indirect","LIE","Is your favourite food Pasta?",0.684259259259259,2.23408052371815,"014"
"1107","21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.380555555555556,3.10270891571417,"014"
"1108","19","Indirect","LIE","Is the Bedok station the closest MRT to your house?",0.374074074074074,2.98373437859118,"014"
"1109","6","Indirect","TRUTH","Were you in the Robotics & IT CCA during secondary school?",0.82037037037037,3.56733119720593,"014"
"1110","21","Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.80462962962963,3.01907199714333,"014"
"1111","30","Indirect","LIE","Do you use a Asus laptop?",0.586111111111111,4.58485853252932,"014"
"1112","26","Direct","TRUTH","How often do you smoke?",0.577777777777778,5.28351418022066,"014"
"1113","10","Indirect","TRUTH","Do you hate eating Bean Sprouts the most?",0.796296296296296,2.33516810694709,"014"
"1114","8","Indirect","TRUTH","Is your favourite food Pizza?",0.777777777777778,1.83269344037399,"014"
"1115","13","Indirect","TRUTH","Is your dream job a Singer when you were growing up?",0.849074074074074,2.35051976330578,"014"
"1116","18","Direct","LIE","What was the last country you visited?",0.792592592592593,1.46593307843432,"014"
"1117","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.792592592592593,2.28509509190917,"014"
"1118","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.540740740740741,3.46797979483381,"014"
"1119","3","Direct","TRUTH","Who is your closest friend back in secondary school?",0.3,2.34991408931091,"014"
"1120","23","Indirect","TRUTH","Are you studying Business course in NTU?",0.773148148148148,3.66652925638482,"014"
"1121","22","Indirect","LIE","Are you in your 3rd year in NTU?",0,0,"015"
"1122","8","Indirect","TRUTH","Is your favourite food Fried Chicken?",0,0,"015"
"1123","14","Direct","TRUTH","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0,0,"015"
"1124","6","Indirect","TRUTH","Were you in the Basketball CCA during secondary school?",0,0,"015"
"1125","9","Direct","TRUTH","What is your favourite drink?",0,0,"015"
"1126","16","Indirect","TRUTH","Do you have 1 sibling?",0,0,"015"
"1127","7","Indirect","LIE","Is your favourite sport Floorball?",0,0,"015"
"1128","7","Indirect","TRUTH","Is your favourite sport Table Tennis?",0,0,"015"
"1129","13","Direct","TRUTH","What is your dream job growing up?",0,0,"015"
"1130","6","Indirect","LIE","Were you in the Chinese Orchestra CCA during secondary school?",0,0,"015"
"1131","28","Indirect","TRUTH","Is your religion Buddhism?",0,0,"015"
"1132","13","Direct","LIE","What is your dream job growing up?",0,0,"015"
"1133","9","Indirect","LIE","Is your favourite drink Milk Tea?",0,0,"015"
"1134","10","Indirect","LIE","Do you hate eating Bittergourd the most?",0,0,"015"
"1135","29","Direct","LIE","What brand of handphone do you use?",0,0,"015"
"1136","20","Direct","TRUTH","Which floor of the building is your house on?",0,0,"015"
"1137","1","Direct","LIE","Which primary school are you from?",0,0,"015"
"1138","8","Indirect","LIE","Is your favourite food Sushi?",0,0,"015"
"1139","14","Indirect","LIE","Is your favourite flavour Cookies and Cream?",0,0,"015"
"1140","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0,0,"015"
"1141","29","Direct","TRUTH","What brand of handphone do you use?",0,0,"015"
"1142","23","Direct","LIE","What course are you studying?",0,0,"015"
"1143","12","Indirect","TRUTH","Was your favourite subject Biology back in secondary school?",0,0,"015"
"1144","12","Direct","LIE","What was your favourite subject back in secondary school?",0,0,"015"
"1145","15","Indirect","TRUTH","Are you from Nanyang Junior College?",0,0,"015"
"1146","10","Direct","TRUTH","What food do you hate the most?",0,0,"015"
"1147","1","Indirect","TRUTH","Are you from Evergren Primary School?",0,0,"015"
"1148","5","Indirect","LIE","Is your favourite country Australia?",0,0,"015"
"1149","5","Direct","TRUTH","What is your favourite country you visited? ",0,0,"015"
"1150","20","Indirect","LIE","Is your house on the 14th floor of the building?",0,0,"015"
"1151","19","Indirect","TRUTH","Is the Bedok station the closest MRT to your house?",0,0,"015"
"1152","18","Direct","LIE","What was the last country you visited?",0,0,"015"
"1153","16","Indirect","LIE","Do you have 2 siblings?",0,0,"015"
"1154","18","Indirect","TRUTH","Was the last country you visited Hong Kong?",0,0,"015"
"1155","15","Direct","LIE","Which polytechnic or junior college are you from?",0,0,"015"
"1156","28","Direct","LIE","What religion do you practice?",0,0,"015"
"1157","2","Direct","TRUTH","Which secondary school did you attend?",0,0,"015"
"1158","23","Indirect","TRUTH","Are you studying Biological Science in NTU?",0,0,"015"
"1159","19","Indirect","LIE","Is the Woodlands station the closest MRT to your house?",0,0,"015"
"1160","2","Indirect","LIE","Are you from Catholic High Secondary School?",0,0,"015"
"1161","28","Direct","TRUTH","What religion do you practice?",0,0,"015"
"1162","14","Direct","LIE","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0,0,"015"
"1163","10","Direct","LIE","What food do you hate the most?",0,0,"015"
"1164","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0,0,"015"
"1165","29","Indirect","LIE","Do you use a Xiaomi phone?",0,0,"015"
"1166","18","Indirect","LIE","Was the last country you visited Australia?",0,0,"015"
"1167","14","Indirect","TRUTH","Is your favourite flavour Strawberry?",0,0,"015"
"1168","12","Direct","TRUTH","What was your favourite subject back in secondary school?",0,0,"015"
"1169","20","Indirect","TRUTH","Is your house on the 8th floor of the building?",0,0,"015"
"1170","5","Indirect","TRUTH","Is your favourite country Germany?",0,0,"015"
"1171","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0,0,"015"
"1172","28","Indirect","LIE","Is your religion Catholicism?",0,0,"015"
"1173","1","Indirect","LIE","Are you from Clementi Primary School?",0,0,"015"
"1174","16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",0,0,"015"
"1175","8","Direct","LIE","What is your favourite food?",0,0,"015"
"1176","13","Indirect","LIE","Is your dream job an Engineer when you were growing up?",0,0,"015"
"1177","7","Direct","TRUTH","What is your favourite sport?",0,0,"015"
"1178","1","Direct","TRUTH","Which primary school are you from?",0,0,"015"
"1179","23","Indirect","LIE","Are you studying Economics in NTU?",0,0,"015"
"1180","19","Direct","LIE","Which MRT station is closest to your house?",0,0,"015"
"1181","2","Direct","LIE","Which secondary school did you attend?",0,0,"015"
"1182","15","Direct","TRUTH","Which polytechnic or junior college are you from?",0,0,"015"
"1183","10","Indirect","TRUTH","Do you hate eating Pizza the most?",0,0,"015"
"1184","29","Indirect","TRUTH","Do you use a Apple phone?",0,0,"015"
"1185","6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",0,0,"015"
"1186","18","Direct","TRUTH","What was the last country you visited?",0,0,"015"
"1187","19","Direct","TRUTH","Which MRT station is closest to your house?",0,0,"015"
"1188","2","Indirect","TRUTH","Are you from Serangoon Secondary School?",0,0,"015"
"1189","8","Direct","TRUTH","What is your favourite food?",0,0,"015"
"1190","13","Indirect","TRUTH","Is your dream job a Doctor when you were growing up?",0,0,"015"
"1191","12","Indirect","LIE","Was your favourite subject History back in secondary school?",0,0,"015"
"1192","23","Direct","TRUTH","What course are you studying?",0,0,"015"
"1193","16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",0,0,"015"
"1194","9","Direct","LIE","What is your favourite drink?",0,0,"015"
"1195","9","Indirect","TRUTH","Is your favourite drink Apple Juice?",0,0,"015"
"1196","7","Direct","LIE","What is your favourite sport?",0,0,"015"
"1197","20","Direct","LIE","Which floor of the building is your house on?",0,0,"015"
"1198","15","Indirect","LIE","Are you from Ngee Ann Polytechnic?",0,0,"015"
"1199","5","Direct","LIE","What is your favourite country you visited? ",0,0,"015"
"1200","22","Indirect","TRUTH","Are you in your 2nd year in NTU?",0,0,"015"
"1201","2","Indirect","TRUTH","Are you from Chengdu Jiaxiang Foreign Language School?",0.8,6.10094097629189,"016"
"1202","19","Direct","LIE","Which MRT station is closest to your house?",0.312037037037037,4.08303445298225,"016"
"1203","17","Direct","TRUTH","Where did you celebrate your 21st birthday?",0.472222222222222,4.55129591142759,"016"
"1204","26","Direct","TRUTH","How often do you smoke?",0.773148148148148,2.56655421480536,"016"
"1205","30","Direct","LIE","What brand of laptop do you mainly use?",0.441666666666667,3.66715321643278,"016"
"1206","9","Indirect","TRUTH","Is your favourite drink Pure water?",0.577777777777778,2.90079488279298,"016"
"1207","23","Indirect","LIE","Are you studying Electrical & Electronic Engineering course in NTU?",0.349074074074074,3.93299794569612,"016"
"1208","9","Indirect","LIE","Is your favourite drink Green Tea?",0.277777777777778,4.08375689852983,"016"
"1209","18","Direct","TRUTH","What was the last country you visited?",0.65,3.43287764489651,"016"
"1210","29","Indirect","LIE","Do you use a Huawei phone?",0.293518518518519,6.83327569579706,"016"
"1211","25","Direct","TRUTH","How old is your dad? (Eg. 45, 52)",0.649074074074074,3.2173564764671,"016"
"1212","6","Indirect","LIE","Were you in the Soccer CCA during secondary school?",0.394444444444444,5.63294385839254,"016"
"1213","1","Indirect","LIE","Are you from Chengdu Jiaxiang Foreign Language School Chenghua Branch?",0.566666666666667,4.8839970510453,"016"
"1214","25","Direct","LIE","How old is your dad? (Eg. 45, 52)",0.283333333333333,2.86618323950097,"016"
"1215","22","Indirect","TRUTH","Are you in your 3rd year in NTU?",0.698148148148148,3.74979436583817,"016"
"1216","26","Indirect","LIE","Do you smoke socially?",0.325925925925926,2.10241987323388,"016"
"1217","24","Direct","LIE","How old is your mum? (Eg. 45, 52)",0.602777777777778,2.48322269925848,"016"
"1218","28","Indirect","TRUTH","Is your religion Catholicism?",0.675,3.4838290149346,"016"
"1219","1","Indirect","TRUTH","Are you from Yishun Primary School?",0.805555555555556,2.16743937181309,"016"
"1220","7","Indirect","TRUTH","Is your favourite sport Tennis?",0.716666666666667,1.79847638309002,"016"
"1221","16","Indirect","LIE","Do you have 4 siblings?",0.751851851851852,2.00174644589424,"016"
"1222","23","Direct","TRUTH","What course are you studying?",0.714814814814815,3.11904318910092,"016"
"1223","29","Direct","TRUTH","What brand of handphone do you use?",0.714814814814815,1.26520248362795,"016"
"1224","2","Direct","LIE","Which secondary school did you attend?",0.288888888888889,1.23156351177022,"016"
"1225","3","Direct","TRUTH","Who is your closest friend back in secondary school?",0.739814814814815,2.31648043030873,"016"
"1226","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.32962962962963,5.84982554754242,"016"
"1227","16","Indirect","TRUTH","Do you have 2 siblings?",0.721296296296296,3.58250416722149,"016"
"1228","28","Direct","LIE","What religion do you practice?",0.312037037037037,1.04840067401528,"016"
"1229","27","Indirect","TRUTH","Do you drink alcohol rarely?",0.750925925925926,2.48297760682181,"016"
"1230","17","Direct","LIE","Where did you celebrate your 21st birthday?",0.243518518518519,2.13355466537178,"016"
"1231","30","Direct","TRUTH","What brand of laptop do you mainly use?",0.459259259259259,3.24960220558569,"016"
"1232","7","Direct","LIE","What is your favourite sport?",0.463888888888889,4.19984453963116,"016"
"1233","27","Indirect","LIE","Do you drink alcohol frequently?",0.362037037037037,2.35211864020675,"016"
"1234","19","Indirect","TRUTH","Is the Pioneer station the closest MRT to your house?",0.748148148148148,2.71739208558574,"016"
"1235","18","Indirect","LIE","Was the last country you visited Italy?",0.500925925925926,2.86797491833568,"016"
"1236","21","Indirect","TRUTH","Are you from School of Humanities in NTU?",0.689814814814815,2.7006539227441,"016"
"1237","24","Direct","TRUTH","How old is your mum? (Eg. 45, 52)",0.684259259259259,1.43180135451257,"016"
"1238","3","Indirect","LIE","Is Desmond your closest friend back in secondary school?",0.331481481481481,2.03416669135913,"016"
"1239","21","Indirect","LIE","Are you from School of Electrical & Electronic Engineering in NTU?",0.290740740740741,1.49880854180083,"016"
"1240","6","Indirect","TRUTH","Were you not in any CCA during secondary school?",0.515740740740741,2.18423624103889,"016"
"1241","2","Indirect","LIE","Are you from Temasek Secondary School?",0.164814814814815,4.16530539700761,"016"
"1242","16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.126851851851852,2.10246318159625,"016"
"1243","19","Indirect","LIE","Is the Bishan station the closest MRT to your house?",0.0564814814814815,1.815108360257,"016"
"1244","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0.237962962962963,2.24983125785366,"016"
"1245","23","Direct","LIE","What course are you studying?",0.19537037037037,3.30047594197094,"016"
"1246","21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.786111111111111,2.21607423108071,"016"
"1247","2","Direct","TRUTH","Which secondary school did you attend?",0.787037037037037,1.19820973277092,"016"
"1248","22","Indirect","LIE","Are you in your 1st year in NTU?",0.462962962962963,2.98252431349829,"016"
"1249","21","Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.591666666666667,4.05039477907121,"016"
"1250","26","Direct","LIE","How often do you smoke?",0.185185185185185,1.08136403700337,"016"
"1251","17","Indirect","LIE","Did you not celebrate your 21st birthday?",0.268518518518518,0.931654747575521,"016"
"1252","7","Indirect","LIE","Is your favourite sport Basketball?",0.697222222222222,7.51679430296645,"016"
"1253","29","Direct","LIE","What brand of handphone do you use?",0.489814814814815,2.83290228247643,"016"
"1254","30","Indirect","LIE","Do you use a Lenovo laptop?",0.587037037037037,2.51760529028252,"016"
"1255","9","Direct","LIE","What is your favourite drink?",0.587962962962963,1.2486875988543,"016"
"1256","9","Direct","TRUTH","What is your favourite drink?",0.235185185185185,1.44925843458623,"016"
"1257","23","Indirect","TRUTH","Are you studying Accounting course in NTU?",0.438888888888889,3.65067907376215,"016"
"1258","28","Indirect","LIE","Are you a free-thinker?",0.721296296296296,4.71716399537399,"016"
"1259","27","Direct","LIE","How frequently do you drink alcohol?",0.678703703703704,2.38233305187896,"016"
"1260","6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",0.647222222222222,0.64873693883419,"016"
"1261","24","Indirect","TRUTH","Is your mum 42 years old this year?",0.647222222222222,1.6822289833799,"016"
"1262","17","Indirect","TRUTH","Did you celebrate your 21st birthday at NTU?",0.647222222222222,1.41687379777431,"016"
"1263","19","Direct","TRUTH","Which MRT station is closest to your house?",0.760185185185185,1.08252405701205,"016"
"1264","18","Direct","LIE","What was the last country you visited?",0.421296296296296,1.0140889803879,"016"
"1265","18","Indirect","TRUTH","Was the last country you visited Singapore?",0.571296296296296,5.4661111230962,"016"
"1266","3","Direct","LIE","Who is your closest friend back in secondary school?",0.702777777777778,1.74820832069963,"016"
"1267","27","Direct","TRUTH","How frequently do you drink alcohol?",0.690740740740741,1.56505125761032,"016"
"1268","25","Indirect","LIE","Is your dad 47 years old this year?",0.42037037037037,2.61661183089018,"016"
"1269","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.614814814814815,2.36950803082436,"016"
"1270","7","Direct","TRUTH","What is your favourite sport?",0.612962962962963,3.94947754172608,"016"
"1271","28","Direct","TRUTH","What religion do you practice?",0.631481481481482,1.43250294821337,"016"
"1272","25","Indirect","TRUTH","Is your dad 52 years old this year?",0.631481481481482,1.73231386719272,"016"
"1273","30","Indirect","TRUTH","Do you use a Huawei laptop?",0.631481481481482,1.70110721560195,"016"
"1274","3","Indirect","TRUTH","Is Jack your closest friend back in secondary school?",0.631481481481482,0.601024705450982,"016"
"1275","24","Indirect","LIE","Is your mum 48 years old this year?",0.631481481481482,0.681800071150064,"016"
"1276","26","Indirect","TRUTH","Do you not smoke at all? ",0.647222222222222,2.11613832740113,"016"
"1277","16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.690740740740741,2.76708879927173,"016"
"1278","1","Direct","LIE","Which primary school are you from?",0.396296296296296,2.16567496117204,"016"
"1279","29","Indirect","TRUTH","Do you use a Apple phone?",0.774074074074074,1.01558616291732,"016"
"1280","1","Direct","TRUTH","Which primary school are you from?",0.775,0.766801039688289,"016"
"1281","20","Indirect","LIE","Is your house on the 11th floor of the building?",0.991666666666667,7.25004138378426,"017"
"1282","20","Direct","TRUTH","Which floor of the building is your house on?",1,1.45108636375517,"017"
"1283","1","Indirect","TRUTH","Are you from St Nicholas Girls Primary School?",0.977777777777778,4.83367990655825,"017"
"1284","2","Indirect","LIE","Are you from St Nicholas Girls Secondary School?",0.865740740740741,1.71560457674786,"017"
"1285","6","Direct","LIE","What CCA (Co-curricular Activity) did you join in secondary school?",0.812037037037037,2.19920133147389,"017"
"1286","14","Direct","LIE","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.525,1.51436134101823,"017"
"1287","12","Direct","LIE","What was your favourite subject back in secondary school?",0.0657407407407408,2.18433151952922,"017"
"1288","14","Direct","TRUTH","What is your favourite flavour?(E.g. chocolate, vanilla, milktea; it can be a complicated flavour)",0.398148148148148,2.03275997471064,"017"
"1289","27","Direct","TRUTH","How frequently do you drink alcohol?",0.67037037037037,1.28171833092347,"017"
"1290","27","Direct","LIE","How frequently do you drink alcohol?",0.112037037037037,1.1985209104605,"017"
"1291","23","Indirect","TRUTH","Are you studying Biological Sciences course in NTU?",0.761111111111111,1.43190850224346,"017"
"1292","9","Indirect","LIE","Is your favourite drink Milo?",0.300925925925926,1.79835896985605,"017"
"1293","28","Indirect","LIE","Is your religion Christianity?",0.303703703703704,2.6029620282352,"017"
"1294","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.715740740740741,1.46669402066618,"017"
"1295","19","Indirect","TRUTH","Is the Eunos station the closest MRT to your house?",0.490740740740741,1.9480666546151,"017"
"1296","15","Indirect","TRUTH","Are you from Nanyang Junior College?",0.611111111111111,1.63361048465595,"017"
"1297","29","Direct","TRUTH","What brand of handphone do you use?",0.789814814814815,0.581507435534149,"017"
"1298","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.673148148148148,1.24795617070049,"017"
"1299","16","Direct","LIE","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.550925925925926,1.63222590368241,"017"
"1300","6","Indirect","TRUTH","Were you in the Hockey CCA during secondary school?",0.727777777777778,3.0006059948355,"017"
"1301","5","Direct","TRUTH","What is your favourite country you visited? ",0.450925925925926,3.41723149176687,"017"
"1302","28","Direct","TRUTH","What religion do you practice?",0.327777777777778,4.38349980814382,"017"
"1303","19","Indirect","LIE","Is the Kovan station the closest MRT to your house?",0.183333333333333,2.33310855831951,"017"
"1304","24","Direct","TRUTH","How old is your mum? (Eg. 45, 52)",0.799074074074074,1.16499036969617,"017"
"1305","16","Indirect","TRUTH","Do you have 1 sibling?",0.649074074074074,1.46595649654046,"017"
"1306","29","Direct","LIE","What brand of handphone do you use?",0.698148148148148,2.71592858666554,"017"
"1307","3","Direct","LIE","Who is your closest friend back in secondary school?",0.699074074074074,1.03143794974312,"017"
"1308","8","Direct","TRUTH","What is your favourite food?",0.680555555555556,2.06819062586874,"017"
"1309","24","Direct","LIE","How old is your mum? (Eg. 45, 52)",0.640740740740741,1.94812215398997,"017"
"1310","2","Direct","TRUTH","Which secondary school did you attend?",0.767592592592593,3.08304568100721,"017"
"1311","8","Indirect","LIE","Is your favourite food Pizza?",0.767592592592593,1.1482050488703,"017"
"1312","21","Indirect","TRUTH","Are you from School of Biological Sciences in NTU?",0.767592592592593,0.882086033932865,"017"
"1313","12","Indirect","TRUTH","Was your favourite subject E math back in secondary school?",0.586111111111111,2.3668469786644,"017"
"1314","15","Indirect","LIE","Are you from Singapore Polytechnic?",0.461111111111111,3.00017612054944,"017"
"1315","3","Direct","TRUTH","Who is your closest friend back in secondary school?",0.692592592592593,1.39864968042821,"017"
"1316","5","Indirect","LIE","Is your favourite country Taiwan?",0.990740740740741,4.70031708059832,"017"
"1317","23","Direct","LIE","What course are you studying?",0.240740740740741,2.38491165731102,"017"
"1318","1","Indirect","LIE","Are you from Yishun Primary School?",0.240740740740741,1.16487423935905,"017"
"1319","9","Indirect","TRUTH","Is your favourite drink Orange Juice?",0.850925925925926,0.44847214827314,"017"
"1320","21","Indirect","LIE","Are you from School of Humanities in NTU?",0.850925925925926,1.39818323450163,"017"
"1321","2","Indirect","TRUTH","Are you from Temasek Secondary School?",1,2.45054934127256,"017"
"1322","27","Indirect","LIE","Do you drink alcohol socially?",0.688888888888889,2.00160368857905,"017"
"1323","8","Direct","LIE","What is your favourite food?",0.758333333333333,3.73327948153019,"017"
"1324","6","Direct","TRUTH","What CCA (Co-curricular Activity) did you join in secondary school?",1,2.20024008816108,"017"
"1325","9","Direct","LIE","What is your favourite drink?",0.537037037037037,3.60047292616218,"017"
"1326","14","Indirect","TRUTH","Is your favourite flavour Strawberry?",0.537037037037037,3.50033523794264,"017"
"1327","5","Indirect","TRUTH","Is your favourite country Italy?",0.866666666666667,3.39938784576952,"017"
"1328","1","Direct","LIE","Which primary school are you from?",0.206481481481481,2.03386128786951,"017"
"1329","21","Direct","LIE","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.958333333333333,2.16703644441441,"017"
"1330","28","Indirect","TRUTH","Are you a free-thinker?",0.961111111111111,1.23216341156512,"017"
"1331","19","Direct","LIE","Which MRT station is closest to your house?",1,0.798618819564581,"017"
"1332","14","Indirect","LIE","Is your favourite flavour Chocolate?",0.540740740740741,2.16744514601305,"017"
"1333","21","Direct","TRUTH","Which school in NTU are you from? (Eg. NBS, SSS, SOH)",0.692592592592593,4.66690074512735,"017"
"1334","20","Indirect","TRUTH","Is your house on the 8th floor of the building?",0.852777777777778,2.23302797274664,"017"
"1335","3","Indirect","LIE","Is Christy your closest friend back in secondary school?",0.994444444444444,2.71764487726614,"017"
"1336","12","Indirect","LIE","Was your favourite subject History back in secondary school?",0.852777777777778,1.71547850174829,"017"
"1337","28","Direct","LIE","What religion do you practice?",1,2.60009822947904,"017"
"1338","12","Direct","TRUTH","What was your favourite subject back in secondary school?",0.928703703703704,2.21648197015747,"017"
"1339","15","Direct","TRUTH","Which polytechnic or junior college are you from?",0.989814814814815,2.13276805868372,"017"
"1340","24","Indirect","TRUTH","Is your mum 55 years old this year?",0.955555555555555,1.69888245407492,"017"
"1341","23","Indirect","LIE","Are you studying Accounting course in NTU?",0.143518518518519,3.00102592492476,"017"
"1342","8","Indirect","TRUTH","Is your favourite food Sushi?",0.82037037037037,1.93204516358674,"017"
"1343","3","Indirect","TRUTH","Is Benedict your closest friend back in secondary school?",0.82037037037037,1.46533574489877,"017"
"1344","20","Direct","LIE","Which floor of the building is your house on?",0.82037037037037,1.41514467541128,"017"
"1345","16","Direct","TRUTH","How many siblings do you have? (Eg. 0, 1, 2, 3)",0.82037037037037,1.16521813860163,"017"
"1346","29","Indirect","LIE","Do you use a Huawei phone?",0.82037037037037,1.29861464910209,"017"
"1347","16","Indirect","LIE","Do you have 3 siblings?",0.978703703703704,2.09964589867741,"017"
"1348","5","Direct","LIE","What is your favourite country you visited? ",0.0185185185185185,2.33347363071516,"017"
"1349","23","Direct","TRUTH","What course are you studying?",1,1.88145469548181,"017"
"1350","19","Direct","TRUTH","Which MRT station is closest to your house?",0.821296296296296,2.63285146746784,"017"
"1351","29","Indirect","TRUTH","Do you use a Apple phone?",0.878703703703704,2.06740337749943,"017"
"1352","22","Indirect","LIE","Are you in your 3rd year in NTU?",0.878703703703704,1.48138674953952,"017"
"1353","24","Indirect","LIE","Is your mum 47 years old this year?",0.321296296296296,3.20018234383315,"017"
"1354","1","Direct","TRUTH","Which primary school are you from?",0.287037037037037,3.44897901592776,"017"
"1355","22","Indirect","TRUTH","Are you in your 1st year in NTU?",0.798148148148148,1.81605985900387,"017"
"1356","2","Direct","LIE","Which secondary school did you attend?",0.826851851851852,0.83183208713308,"017"
"1357","15","Direct","LIE","Which polytechnic or junior college are you from?",0.862037037037037,0.782416395843029,"017"
"1358","6","Indirect","LIE","Were you in the Band CCA during secondary school?",0.918518518518519,1.34918875619769,"017"
"1359","27","Indirect","TRUTH","Do you drink alcohol frequently?",0.918518518518519,2.06889157788828,"017"
"1360","9","Direct","TRUTH","What is your favourite drink?",0.991666666666667,1.53308847593144,"017"
"1361","3","Indirect","TRUTH","Is Vera your closest friend back in secondary school?",1,3.18269895855337,"018"
"1362","23","Indirect","LIE","Are you studying Communication Studies course in NTU?",0.00277777777777777,2.13495400361717,"018"
"1363","21","Indirect","TRUTH","Are you from Nanyang Business School in NTU?",1,1.58111766120419,"018"
"1364","3","Direct","LIE","Who is your closest friend back in secondary school?",1,1.44904830865562,"018"
"1365","28","Indirect","LIE","Are you a free-thinker?",0,5.18455864721909,"018"
"1366","1","Indirect","LIE","Are you from CHIJ Our Lady Queen of Peace?",0.27962962962963,4.96691761957482,"018"
"1367","10","Indirect","TRUTH","Do you hate eating Vegetables the most?",1,3.65019851224497,"018"
"1368","2","Direct","TRUTH","Which secondary school did you attend?",0.312037037037037,0.998913122806698,"018"
"1369","15","Direct","LIE","Which polytechnic or junior college are you from?",0.853703703703704,3.18581009563059,"018"
"1370","26","Indirect","LIE","Do you smoke socially?",0.277777777777778,2.10145746730268,"018"
"1371","18","Direct","LIE","What was the last country you visited?",0.890740740740741,0.764414594508708,"018"
"1372","15","Indirect","TRUTH","Are you from Eunoia Junior College?",1,1.33169895410538,"018"
"1373","28","Direct","TRUTH","What religion do you practice?",0.792592592592593,0.714767283760011,"018"
"1374","27","Direct","LIE","How frequently do you drink alcohol?",0.25,1.94899248937145,"018"
"1375","20","Direct","LIE","Which floor of the building is your house on?",0.830555555555555,2.00171596975997,"018"
"1376","6","Indirect","LIE","Were you in the Choir CCA during secondary school?",0.79537037037037,0.765256699174643,"018"
"1377","6","Indirect","TRUTH","Were you in the English Drama CCA during secondary school?",1,2.30002874368802,"018"
"1378","20","Direct","TRUTH","Which floor of the building is your house on?",0.264814814814815,0.899018281605095,"018"
"1379","1","Direct","TRUTH","Which primary school are you from?",0.92037037037037,0.531933268066496,"018"
"1380","29","Direct","TRUTH","What brand of handphone do you use?",1,2.38476729672402,"018"
"1381","22","Direct","TRUTH","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.296296296296296,0.782438210211694,"018"
"1382","26","Direct","TRUTH","How often do you smoke?",0.90462962962963,0.566306876484305,"018"
"1383","22","Direct","LIE","Which year in NTU are you currently in? (Eg. 1, 2, 3, 4)",0.218518518518519,1.69802430924028,"018"
"1384","16","Indirect","LIE","Do you have 0 siblings?",0.200925925925926,0.815690295305103,"018"
"1385","8","Direct","TRUTH","What is your favourite food?",0.997222222222222,0.831222242675722,"018"
"1386","9","Indirect","LIE","Is your favourite drink Mocha?",0.79537037037037,4.15059181535617,"018"
